,Featrue 0,Featrue 1,Featrue 2,Featrue 3,Featrue 4,Featrue 5,Featrue 6,Featrue 7,Featrue 8,Featrue 9,Featrue 10,Featrue 11,Featrue 12,Featrue 13,Featrue 14,Featrue 15,Featrue 16,Featrue 17,Featrue 18,Featrue 19,Featrue 20,Featrue 21,Featrue 22,Featrue 23,Featrue 24,Featrue 25,Featrue 26,Featrue 27,Featrue 28,Featrue 29,Featrue 30,Featrue 31,Featrue 32,Featrue 33,Featrue 34,Featrue 35,Featrue 36,Featrue 37,Featrue 38,Featrue 39,Featrue 40,Featrue 41,Featrue 42,Featrue 43,Featrue 44,Featrue 45,Featrue 46,Featrue 47,Featrue 48,Featrue 49
0,1.2420557459007457,-6.18630022966728,9.790479313704372e-09,0.0007248932764273463,0.0003325191052518483,6.991297112259468,0.07475866571740107,-6.614793918335796,-1.8769353102245603,1.1223829702152655,-6.134546436884773,7.1558191377241815,7.4173364641911474,9.365863251075067,5.3486304583213125,4.196273395388952,2.148022976881934,-0.37835064245562167,-9.558926413937202,-7.49172349077034,1.2244407038677525,3.9432096931085323,-6.452477601861742,-8.364282048443124,-5.529039472421767,-4.366717152906797,-1.715818563784907,4.599773176744955,3.048242814127531,5.559409253456987,2.0002087703362728,-8.7398152285124,-0.10344450251923656,3.3808696134114973,-5.97976623576463,-7.972613292025574,-1.5961331435958943,4.182837262025875,6.720484072640597,9.986226198432448,-7.397711287537995,-8.537214157543586,6.209623760581589,-4.258620297532957,-4.461766297047632,8.817513173641741,9.204051040991871,-10.819657701101388,-6.6081622864579215,-0.00020172746787908854
1,7.219052464626553,-1.581316287558955,6.704169526542356e-09,-0.001055342532968688,-0.0005619148049606638,9.633498752027368,-0.004340016271958769,-1.191705774978415,-0.7989789868693546,9.072266794217084,-6.764451948248328,0.4031738361977544,7.383469892708904,-8.36793087186745,2.685670663848634,5.263159114310381,0.15086708864431003,0.04410716244208831,8.084758385135027,-5.2749450352808,8.879577378941567,-3.9055111040509174,6.717215715455717,2.5749188950849105,-10.695599236587963,-7.774887933991984,-0.6230689210156484,-0.3689716527600142,-7.327625858308064,-2.6980653310671405,-4.924306828749081,-6.746420194234428,0.07278712054678205,-3.299691855259262,-5.3273658576630964,1.96451920988233,2.2028006493042795,0.8063948210683554,-4.986054710840527,5.369480919552108,5.800466096782862,-7.359313242819796,5.41649688412501,2.8159189036923387,-5.52903093684885,6.31353192712015,-6.429370805960882,-4.343112549961439,4.4494679737363665,0.00037619705315328634
2,1.5041016009458499,10.241996994222518,7.603679569438592e-09,0.00028246253885196043,0.0001798126790543051,3.735651030162566,0.1109220581834808,-5.559028880571093,-2.7978777405671917,5.618033276988579,-4.653571415873563,4.8906169014118515,7.660754924248354,3.0204141026914195,-10.298637788441487,7.595408484037761,-7.203443245770646,0.39281182269830484,6.202612512226855,3.2618683043127468,-1.0150590318756292,-1.9969570568223636,5.835260216597202,5.257082141613592,9.064773206800316,3.037210891597467,-7.3472854802742935,2.4366763280053423,-7.6523826322647555,-8.720564012072725,4.781565440610121,-1.8786174280131973,-0.02462168331559428,7.5582737260042,7.724546191941325,-5.912739183036521,8.57216710628335,2.055096689832223,7.123317659109247,-3.721290969516258,-4.397649588977021,-2.615143872668137,1.9149069681993343,-5.050772027977424,-4.8417089036937995,4.275703114638399,3.9310452170400825,-7.303387786301718,-5.252611097350737,-0.0006911619655618571
3,7.031446477746664,-2.943634259819281,5.179003273015694e-09,-0.0009445527302634584,-0.000514211449332145,10.077307740093117,-0.002158178799331181,-1.8646857119167206,-0.9004445085159615,8.473112161419287,-7.847754955038118,1.0159079203743138,7.802549904679557,-8.354047754682947,1.7386130625758485,5.117273685244963,-1.2237893473130903,0.13094365552493722,10.015465350932969,-6.633302988277089,7.469234239788884,-3.9933889361036954,6.210374613582682,3.990075014361655,-9.149575951233157,-6.926401160425288,-0.7414696973366415,-0.5998838095164973,-8.402221269603135,-2.7572531219156273,-5.225595936892464,-10.439717102747077,0.103089088274619,-2.6695893852639534,-3.8072277976010214,1.1201631542682142,5.337770547088291,-0.7377671918572948,-5.163698156227188,6.170414618641721,3.3559971446854835,-7.801883377364929,6.686713566093367,5.9140713426394615,-6.662220257032346,6.403392084956144,-4.961290151561711,-5.845131148322446,3.9526983522570065,0.0003990685270747999
4,3.652423407867926,-7.117605679782605,9.686508916479339e-09,0.0007129412030510802,0.0006680748282449707,6.574362847943128,0.08259660289589199,-6.911429275617708,-1.6898903092090507,2.274944887584485,-5.882982375675279,5.442046725401808,5.872816865536649,7.785371645765077,4.805023870853425,3.10727477356011,1.1781847265335652,-0.2856890669330674,-8.95529300402566,-6.680379306700021,0.3447467590030295,4.977147850375769,-6.613741903329533,-9.279335637059965,-1.5880286033082371,-5.064483128878522,-4.5119620900385256,2.269601993296421,3.8878714116306132,6.330972360466324,2.3191946976925335,-10.338636610194932,-0.11883869412014852,4.025149272968632,-6.1553764109681,-7.0126129157742145,-1.7026292804707155,4.329604084880294,5.141729267843851,7.779724798670902,-6.622445212928657,-8.991113712751972,4.28619332016561,-5.690073495380618,-3.3723651034874553,8.930304941738603,7.904258034907778,-8.802873823081546,-6.16677300454046,-0.00021741231367898947
5,1.8530802006152711,-5.674950426930375,1.0805214553174704e-08,0.0006615237178934421,0.0005253969255198288,8.690623769841446,0.07715260299211923,-6.656706857046215,-1.399640210858646,3.683706085915803,-5.1804323219745125,7.330285803607553,6.93167114393287,10.065656901913393,4.796507905344601,3.0819807489960636,2.206212536441234,-0.2608012351742202,-8.958382590941751,-7.457412912377211,-0.7448251339104217,3.600687650070875,-7.441092538540859,-8.261024420528948,-3.5021262200204593,-5.408007530881852,-3.533988183226848,2.8758929690083033,3.4612008625599255,5.9472801432072,4.0142705147678095,-10.092491623801315,-0.10449058005446385,2.824132054063556,-5.620365085281539,-8.841524861813964,0.2807488491738619,3.078187449482402,5.801325651222638,8.792483138875028,-8.057550745301723,-10.40541299971909,6.103063409391753,-3.7859297958312776,-5.58076414112509,9.427209945441179,7.851353884964593,-9.17498336640193,-7.303681762223271,-0.00016938894058795903
6,0.9447940642007534,9.342659287139456,6.8313683489171305e-09,0.00046720591682021236,0.00028029492969262063,5.816882743142523,0.09198298576885539,-3.5254803345483174,-3.2766063390884157,3.3056788245494726,-4.963393378149093,3.3577411751134383,6.229045698052632,1.1429642962058966,-9.49470084288639,8.95841917694081,-7.099548831807078,0.21032870945159599,7.954323898242365,5.77288046049126,-0.6259439804397963,-1.102986778417794,7.104382312755435,7.8002442740608,9.452796965809117,1.9635165759263926,-8.716643636802806,1.889659109332429,-7.6806111152468315,-10.612323532640222,4.801683777936837,-3.0110952661829167,-0.011710185981566755,7.13431475696559,9.120738179120645,-4.315246267590971,8.984579141568238,1.7817336991019093,6.819839070251761,-2.558824194753008,-4.26915913893113,-4.788776282831385,3.7724483394421435,-4.325456893066833,-3.8313841158274298,2.1064040576778997,3.9761149120186934,-7.469977985249904,-3.701421696852848,-0.0007575758581203169
7,2.5964877099748667,7.379079647921674,5.997173651450301e-09,0.00019980965753875368,0.0001571322364809897,2.265628893841271,0.10127362992649949,-3.71549803795972,-3.016460596306736,5.465908724918971,-4.958483378293897,4.1290426697830185,7.75968667121136,3.164104994433329,-9.687538941500447,9.310741403408516,-5.400663570493158,0.3578573620679039,6.762277663623941,6.702505713098733,-1.0811480332023766,1.4373095052480467,5.63771345174177,7.353726998769299,9.842397628230307,2.8716188487069667,-6.403023542466514,2.5784310785622924,-7.114803194522216,-10.05984271776963,6.210415243764374,-2.334572833442354,-0.007101888519197736,8.016315980296758,8.461157903269758,-5.4507846472594075,8.038981148860314,1.2799006970778706,7.20950920662362,-2.7831892364670554,-5.470094960545202,-4.408356323330582,4.889105487211669,-4.097066372471055,-3.9659411924039807,3.5306208164482267,2.541734642143606,-8.331158205919987,-4.420060999260061,-0.0007430395258544452
8,1.0235750484588766,9.232450336970834,8.118204605188488e-09,0.00010909225109005796,8.857464547792237e-06,2.0825822245742893,0.12407057343222959,-5.35056479284041,-2.0663410706151883,5.181595697565004,-5.814850813114379,4.151923631770156,7.121063223539083,2.2514374551807568,-9.290146938776209,11.086649293274373,-6.3656213010765805,0.28346860398472795,6.824155512703916,6.400154123563249,0.30844742302118966,0.04728596190699769,6.096524509676286,7.638022903336513,10.281255595098962,1.7039369115873015,-5.727572864779109,-1.0463610427085337,-5.502721362699641,-9.457992502854989,6.594849474468691,-2.2647098007174793,-0.008670159015370861,7.227453782903095,9.262511811161144,-5.070313213729999,8.953062673744144,1.8894487144837577,9.641358981452365,-1.8290312033710596,-4.832618687639431,-6.830891328998499,4.5938275665496295,-4.53808940278466,-3.6676710812241424,2.695947859144036,2.274208077083546,-8.207933502313285,-4.0945668081003666,-0.0006752532715742869
9,1.2051144981444426,8.869519383713081,6.759973309235252e-09,0.00020314424176866815,0.00033084428651524404,3.8722607036601717,0.09745016809563756,-4.630189840337293,-2.6615384640086694,3.799297624959208,-4.259231404566232,5.9599491021814925,7.049811654398358,4.780133522106823,-8.740539651152687,8.315222426046446,-6.066285979093776,0.3075853696699076,7.719131737890275,5.666498693957684,-0.5187276726961596,-2.7009006916218556,8.009738109754938,7.436776692709196,7.492903461172263,1.8733828973840583,-7.1445488951223455,0.9648007726875129,-7.895480237081545,-7.503368349301489,6.72805746458798,-2.2462214657899953,-0.002110440341898535,7.805312630554592,8.255820972857851,-4.076749917944298,9.196936614135332,2.735996084822586,8.111586712953658,-2.8670046434066827,-7.166739542255314,-6.349828341147653,3.1629325882075516,-5.796735712473484,-4.57230532827163,1.3266062425916463,2.3291519152646627,-6.964422004471276,-3.909236768482126,-0.000603452972146664
